car_id,city_mpg,highway_mpg
2011 Chevrolet Corvette Grand Sport Convertible 1LT AT,15,25
2011 Chevrolet Corvette Grand Sport Convertible 2LT,16,26
2011 Chevrolet Corvette Grand Sport Convertible 2LT AT,15,25
2011 Chevrolet Corvette Grand Sport Convertible 3LT,16,26
2011 Chevrolet Corvette Grand Sport Convertible 3LT AT,15,25
2011 Chevrolet Corvette Grand Sport Convertible 4LT,16,26
2011 Chevrolet Corvette Grand Sport Convertible 4LT AT,15,25
2010 Chevrolet Corvette Grand Sport Convertible 1LT,16,26
2010 Chevrolet Corvette Grand Sport Convertible 1LT AT,15,25
2010 Chevrolet Corvette Grand Sport Convertible 2LT,16,26
2010 Chevrolet Corvette Grand Sport Convertible 2LT AT,15,25
2010 Chevrolet Corvette Grand Sport Convertible 3LT,16,26
2010 Chevrolet Corvette Grand Sport Convertible 4LT,16,26
2010 Chevrolet Corvette Grand Sport Convertible 4LT AT,15,25
2010 Cadillac CTS Sport Sedan,16,26
2010 Cadillac CTS Sport Sedan AWD,18,27
2011 Cadillac Escalade ESV,14,18
2010 Cadillac CTS Sport Sedan Luxury,16,26
2010 Cadillac CTS Sport Sedan Luxury AWD,18,27
2010 Cadillac CTS Sport Sedan Performance,18,27
2010 Cadillac CTS Sport Sedan Performance AWD,18,27
2010 Cadillac CTS Sport Sedan 3.6L Performance MT,16,25
2010 Cadillac CTS Sport Sedan 3.6L Performance AWD,18,27
2010 Cadillac CTS Sport Sedan Premium MT,16,25
2010 Cadillac CTS Sport Sedan Premium AWD,18,27
2010 Cadillac CTS Sport Sedan 3.6L Performance,18,27
2010 Cadillac CTS Sport Sedan Premium,18,27
2011 Mitsubishi Lancer Evolution GSR,17,23
2010 Mitsubishi Lancer Evolution GSR,16,22
2011 Mitsubishi Lancer Sportback ES,24,32
2011 Mitsubishi Lancer Sportback GTS,22,31
2010 Mitsubishi Lancer Sportback GTS,20,27
2011 Mitsubishi Outlander XLS,19,26
2010 Mitsubishi Outlander GT,18,24
2010 Mitsubishi Outlander XLS,19,25
2010 Mitsubishi Outlander XLS AWD,18,24
2011 Cadillac CTS Coupe,18,27
2011 Cadillac CTS Coupe AWD,18,27
2011 Cadillac CTS Coupe Performance MT,16,25
2011 Cadillac CTS Coupe Performance,18,27
2011 Cadillac CTS Coupe Performance AWD,18,27
2011 Cadillac CTS Coupe Premium MT,16,25
2011 Cadillac CTS Coupe Premium,18,27
2011 Cadillac CTS Coupe Premium AWD,18,27
2010 Toyota Sequoia SR5,14,19
2010 Toyota Sequoia SR5 5.7L,14,19
2010 Toyota Sequoia SR5 4x4,13,18
2010 Toyota Sequoia SR5 5.7L 4x4,13,18
2010 Toyota Sequoia SR5 FFV,13,18
2010 Toyota Sequoia Limited,14,19
2010 Toyota Sequoia Limited 4x4,13,18
2010 Toyota Sequoia Limited FFV,13,18
2010 Toyota Sequoia Platinum,14,19
2010 Toyota Sequoia Platinum 4x4,13,18
2010 Toyota Sequoia Platinum FFV,13,18
2011 Mitsubishi Outlander Sport ES,24,31
2011 Cadillac DTS,15,23
2011 Cadillac DTS Luxury,15,23
2011 Cadillac DTS Premium,15,23
2011 Cadillac DTS Platinum,15,23
2011 Infiniti EX35,17,24
2011 Infiniti EX35 AWD,17,24
2011 Infiniti EX35 Journey,17,24
2011 Infiniti EX35 Journey AWD,17,24
2010 BMW 335i Sedan AT,17,26
2010 BMW 335i xDrive Sedan AT,17,25
2010 BMW 328i Sedan,18,28
2010 BMW 335d Sedan,23,36
2010 BMW 328i xDrive Sedan AT,17,25
2010 BMW 335i xDrive Sedan,16,25
2010 BMW 328i xDrive Sedan,17,25
2010 BMW 328i Sedan AT,18,28
2010 BMW 335i Sedan,17,26
2010 Mercedes-Benz GL350 BlueTEC 4Matic,17,23
2010 Mercedes-Benz GL450 4Matic,13,17
2010 Mercedes-Benz GL550 4Matic,12,17
2010 Nissan Sentra 2.0,24,31
2010 Nissan Sentra SE-R Spec V,21,28
2011 Mercedes-Benz GL550 4Matic,12,17
2011 Mercedes-Benz GL450 4Matic,13,18
2011 Mercedes-Benz GL350 BlueTEC 4Matic,17,21
2011 Nissan Versa Hatchback 1.8 S,26,31
2011 Nissan Versa Hatchback 1.8 S AT,24,32
2010 Nissan Versa Hatchback 1.8 S AT,24,32
2010 Nissan Versa Hatchback 1.8 S,26,31
2010 Mercedes-Benz GLK350,16,22
2010 Mercedes-Benz GLK350 4Matic,16,21
2011 Mercedes-Benz GLK350 4Matic,16,21
2011 Mercedes-Benz GLK350,16,23
2011 BMW 335d Sedan,23,36
2011 BMW 335i xDrive Sedan AT,18,27
2011 BMW 328i Sedan,18,28
2011 BMW 328i xDrive Sedan AT,17,26
2011 BMW 328i xDrive Sedan,17,25
2011 BMW 328i Sedan AT,18,28
2011 BMW 335i Sedan AT,19,28
2011 BMW 335i xDrive Sedan,19,26
2011 BMW 335i Sedan,19,28
2012 Ford Escape XLS,23,28
2012 Ford Escape XLS AT,21,28
2012 Ford Escape XLS AWD,20,27
2012 Ford Escape XLT,21,28
2012 Ford Escape XLT FFV,14,19
2012 Ford Escape XLT 4WD,20,27
2012 Ford Escape XLT 4WD FFV,13,17
2012 Ford Escape Limited,21,28
2012 Ford Escape Limited FFV,14,19
2012 Ford Escape Limited 4WD,20,27
2012 Ford Escape Limited 4WD FFV,13,17
2011 Ford Escape XLS,23,28
2011 Ford Escape XLS AT,21,28
2011 Ford Escape XLS AWD,22,26
2011 Ford Escape XLT,21,28
2011 Ford Escape XLT FFV,19,25
2011 Ford Escape XLT AWD,22,26
2011 Ford Escape XLT AWD FFV,13,17
2011 Ford Escape Limited,21,28
2011 Ford Escape Limited FFV,19,25
2011 Ford Escape Limited AWD,22,26
2010 Mercedes-Benz R350 BlueTEC 4Matic,18,24
2010 Mercedes-Benz R350 4Matic,14,19
2011 Mercedes-Benz R350 BlueTEC 4Matic,18,24
2011 Mercedes-Benz R350 4Matic,15,19
2012 Chevrolet Cruze LS,25,36
2012 Chevrolet Cruze LS AT,22,35
2012 Chevrolet Cruze 1LT,26,38
2012 Chevrolet Cruze 1LT AT,26,38
2012 Chevrolet Cruze Eco,28,42
2012 Chevrolet Cruze Eco AT,26,39
2012 Chevrolet Cruze 2LT,26,38
2012 Chevrolet Cruze 2LT AT,26,38
2012 Chevrolet Cruze LTZ,26,38
2010 BMW 328i xDrive Sports Wagon AT,17,25
2010 BMW 328i Sports Wagon,17,26
2010 BMW 328i xDrive Sports Wagon,17,25
2010 BMW 328i Sports Wagon AT,18,27
2011 Chevrolet Cruze LS,26,36
2011 Chevrolet Cruze LS AT,22,35
2011 Chevrolet Cruze 1LT,24,36
2011 Chevrolet Cruze Eco,28,42
2011 Chevrolet Cruze Eco AT,26,37
2011 Chevrolet Cruze 2LT,24,36
2011 Chevrolet Cruze LTZ,24,36
2011 Cadillac SRX,18,25
2011 Cadillac SRX Luxury,18,25
2011 Cadillac SRX Performance,18,25
2011 Cadillac SRX Luxury AWD,17,23
2011 Cadillac SRX Premium,18,25
2011 Cadillac SRX Premium AWD,17,23
2011 Cadillac SRX Performance AWD,17,23
2010 Ford Escape XLS,22,28
2010 Ford Escape XLS AT,21,28
2010 Ford Escape XLS AWD,22,26
2010 Ford Escape XLT,21,28
2010 Ford Escape XLT FFV,19,25
2010 Ford Escape XLT AWD,22,26
2010 Ford Escape XLT AWD FFV,13,17
2010 Ford Escape Limited,21,28
2010 Ford Escape Limited FFV,19,25
2010 Ford Escape Limited AWD,22,26
2010 Ford Escape Limited AWD FFV,13,17
2011 Nissan Versa Sedan 1.8 SL,24,32
2011 Nissan Versa Sedan 1.8 S,26,31
2011 Nissan Versa Sedan 1.8 S AT,24,32
2011 Nissan Versa Sedan 1.6,26,34
2011 Nissan Versa Sedan 1.6 AT,25,33
2011 Nissan Versa 1.6 Sedan,26,34
2011 Cadillac Escalade ESV AWD,13,18
2011 Cadillac Escalade ESV Luxury,10,15
2011 Cadillac Escalade ESV Luxury AWD,9,13
2011 Cadillac Escalade ESV Premium,10,15
2011 Cadillac Escalade ESV Premium AWD,13,18
2011 Cadillac Escalade ESV Platinum,10,15
2011 Cadillac Escalade ESV Platinum AWD,13,18
2010 Nissan Versa Sedan 1.8 S,26,31
2010 Nissan Versa Sedan 1.6 AT,26,33
2010 Nissan Versa Sedan 1.8 S AT,24,32
2010 Nissan Versa Sedan 1.6,26,34
2010 Nissan Versa Sedan 1.8 SL,24,32
2010 Nissan Versa 1.6 Sedan,26,34
2011 BMW 328i Sports Wagon,17,26
2011 BMW 328i Sports Wagon AT,18,27
2011 BMW 328i xDrive Sports Wagon,17,25
2011 BMW 328i xDrive Sports Wagon AT,17,26
2010 Cadillac Escalade ESV,14,20
2010 Cadillac Escalade ESV AWD,10,15
2010 Cadillac Escalade ESV Luxury,14,20
2010 Cadillac Escalade ESV Luxury AWD,10,15
2010 Cadillac Escalade ESV Premium,10,16
2010 Cadillac Escalade ESV Premium AWD,10,15
2010 Cadillac Escalade ESV Platinum,14,20
2010 Cadillac Escalade ESV Platinum AWD,13,20
2011 Cadillac Escalade Hybrid,20,23
2011 Cadillac Escalade Hybrid 4WD,20,23
2011 Cadillac Escalade Hybrid Platinum,20,23
2011 Cadillac Escalade Hybrid Platinum 4WD,20,23
2011 Dodge Avenger Mainstreet,20,31
2011 Dodge Avenger Express,21,30
2011 Dodge Avenger Heat,19,29
2011 Dodge Avenger Lux,20,31
2011 Honda CR-V LX,21,28
2011 Honda CR-V LX 4WD,21,27
2011 Honda CR-V SE,21,28
2011 Honda CR-V SE 4WD,21,27
2011 Honda CR-V EX,21,28
2011 Honda CR-V EX 4WD,21,27
2011 Honda CR-V EX-L,21,28
2011 Honda CR-V EX-L 4WD,21,27
2010 Dodge Avenger SXT,21,30
2010 Dodge Avenger Express,21,30
2010 Dodge Avenger R/T,21,30
2010 Honda CR-V LX,21,28
2010 Honda CR-V LX 4WD,21,27
2010 Honda CR-V EX,21,28
2010 Honda CR-V EX 4WD,21,27
2010 Honda CR-V EX-L,21,28
2010 Honda CR-V EX-L 4WD,21,27
2010 Cadillac Escalade Hybrid,21,22
2010 Cadillac Escalade Hybrid Platinum,21,22
2010 Cadillac DTS,15,23
2010 Cadillac DTS Luxury,15,23
2010 Cadillac DTS Premium,15,23
2010 Cadillac DTS Platinum,15,22
2011 Honda Element LX,20,25
2011 Honda Element LX 4WD,19,24
2011 Honda Element EX,20,25
2011 Honda Element EX 4WD,19,24
2010 Cadillac SRX,18,25
2010 Cadillac SRX Luxury,18,25
2010 Cadillac SRX Luxury AWD,17,23
2010 Cadillac SRX Performance,18,25
2010 Cadillac SRX Performance AWD,17,23
2010 Cadillac SRX Performance 2.8L Turbo AWD,15,22
2010 Cadillac SRX Premium,18,25
2010 Cadillac SRX Premium AWD,17,23
2010 Cadillac SRX Premium 2.8L Turbo AWD,15,22
2011 Cadillac Escalade,10,15
2011 Cadillac Escalade AWD,10,14
2011 Cadillac Escalade Luxury,10,15
2011 Cadillac Escalade Luxury AWD,10,14
2011 Cadillac Escalade Premium,10,15
2011 Cadillac Escalade Premium AWD,10,14
2011 Cadillac Escalade Platinum,10,15
2011 Cadillac Escalade Platinum AWD,13,18
2011 Nissan Xterra Pro-4X,16,20
2011 Nissan Xterra X,16,22
2011 Nissan Xterra X 4x4,15,20
2011 Nissan Xterra Pro-4X AT,15,20
2011 Nissan Xterra S,16,22
2011 Nissan Xterra S 4x4,16,20
2011 Nissan Xterra S 4x4 AT,15,20
2010 Nissan Xterra S 4x4,15,20
2010 Nissan Xterra SE 4x4,15,20
2010 Nissan Xterra SE,15,21
2010 Nissan Xterra X,16,20
2010 Nissan Xterra X 4x4,16,20
2010 Nissan Xterra X 4x4 AT,15,20
2010 Nissan Xterra X AT,15,21
2010 Nissan Xterra Off-Road,16,20
2010 Nissan Xterra S,15,21
2012 Nissan Altima Coupe 2.5 S MT,23,31
2012 Nissan Altima Coupe 3.5 SR MT,18,27
2010 BMW 535i xDrive Sedan,16,25
2010 BMW 528i Sedan AT,18,27
2010 BMW 550i Sedan AT,15,23
2010 BMW 528i Sedan,18,28
2010 BMW 535i xDrive Sedan AT,17,25
2010 BMW 528i xDrive Sedan AT,17,25
2010 BMW 550i Sedan,15,22
2010 BMW 528i xDrive Sedan,17,25
2010 BMW 535i Sedan AT,17,26
2010 BMW 535i Sedan,17,26
2010 Mercedes-Benz ML550 4MATIC,13,18
2010 Mercedes-Benz ML350 BlueTEC,18,25
2010 Mercedes-Benz ML63 AMG,11,15
2010 Mercedes-Benz ML350 4MATIC,15,20
2010 Mercedes-Benz ML350,16,21
2011 Mercedes-Benz ML350,16,20
2011 Mercedes-Benz ML350 BlueTEC,18,25
2011 Mercedes-Benz ML550 4MATIC,13,18
2012 Nissan Sentra SE-R Spec V,21,28
2012 Nissan Sentra 2.0,24,31
2012 Nissan Versa Hatchback 1.8 S AT,24,32
2012 Nissan Versa Hatchback 1.8 S,26,31
2011 Toyota Sienna,19,24
2011 Toyota Sienna 3.5L,18,24
2011 Toyota Sienna LE,19,24
2011 Toyota Sienna LE 3.5L,18,24
2011 Toyota Sienna LE 3.5L AWD,16,22
2011 Toyota Sienna LE Mobility Auto Access,18,24
2011 Toyota Sienna SE,18,24
2011 Toyota Sienna XLE,18,24
2011 Toyota Sienna XLE AWD,16,22
2011 Toyota Sienna XLE Mobility Auto Access,18,24
2011 Toyota Sienna Limited,18,24
2011 Toyota Sienna Limited AWD,16,22
2011 BMW 550i Sedan,15,22
2011 BMW 535i Sedan AT,20,30
2011 BMW 535i Sedan,19,28
2011 BMW 550i Sedan AT,17,25
2012 Nissan Versa Sedan 1.6 S,27,36
2011 Mercedes-Benz SL550,14,22
2011 Mercedes-Benz SL63 AMG,12,19
2011 Mercedes-Benz SL65 AMG,12,18
2010 Mercedes-Benz SLK300,18,26
2010 Mercedes-Benz SLK350,18,25
2010 Mercedes-Benz SLK55 AMG,14,22
2011 Mercedes-Benz SLK300,17,26
2011 Mercedes-Benz SLK350,19,25
2010 Mercedes-Benz SLK300 AT,19,26
2011 Lincoln MKS AWD,16,23
2011 Lincoln MKS Ecoboost,17,25
2011 Lincoln MKS,17,24
2010 Lincoln MKS,17,24
2010 Lincoln MKS Ecoboost,17,25
2010 Lincoln MKS AWD,16,23
2010 BMW 535i xDrive Sports Wagon AT,16,24
2010 BMW 535i xDrive Sports Wagon,16,23
2011 Mercedes-Benz SLK300 AT,19,26
2011 Lincoln MKT Ecoboost,16,21
2011 Lincoln MKT AWD,16,22
2011 Lincoln MKT,17,23
2010 Lincoln MKT,17,23
2010 Lincoln MKT AWD,16,22
2010 Lincoln MKT Ecoboost,16,22
2011 Lincoln MKX,19,26
2011 Lincoln MKX AWD,17,23
2010 Lincoln MKX AWD,17,23
2010 Lincoln MKX,18,25
2010 Cadillac Escalade,14,20
2010 Cadillac Escalade AWD,10,15
2010 Cadillac Escalade Luxury,10,16
2010 Cadillac Escalade Luxury AWD,13,20
2010 Cadillac Escalade Premium,14,20
2010 Cadillac Escalade Premium AWD,10,15
2010 Cadillac Escalade Platinum,14,20
2010 Cadillac Escalade Platinum AWD,13,20
2011 Lincoln MKZ Sedan,18,27
2011 Lincoln MKZ Sedan AWD,17,24
2010 Lincoln MKZ Sedan AWD,17,24
2010 Lincoln MKZ Sedan,18,21
2010 Mazda CX-9 Sport,16,22
2010 Mazda CX-9 Sport AWD,15,21
2010 Mazda CX-9 Touring,16,22
2010 Mazda CX-9 Touring AWD,15,21
2010 Mazda CX-9 Grand Touring,16,22
2010 Mazda CX-9 Grand Touring AWD,15,21
2010 Toyota Sienna CE,17,23
2010 Toyota Sienna CE 8-Passenger,17,23
2010 Toyota Sienna LE,17,23
2010 Toyota Sienna LE AWD,16,21
2010 Toyota Sienna LE 8-Passenger,17,23
2010 Toyota Sienna XLE,17,23
2010 Toyota Sienna XLE AWD,17,23
2010 Toyota Sienna Limited,17,23
2010 Toyota Sienna Limited AWD,16,21
2010 Honda Element LX,20,25
2010 Honda Element LX 4WD,19,24
2010 Honda Element EX,20,25
2010 Honda Element EX 4WD,18,23
2010 Honda Element EX 4WD AT,19,24
2010 Honda Element SC,18,23
2010 Honda Element SC AT,20,25
2011 Mazda Mazda2 Sport,29,35
2011 Mazda Mazda2 Sport AT,27,33
2011 Mazda Mazda2 Touring,29,35
2011 Mazda Mazda2 Touring AT,27,33
2011 Mazda Mazda3 4-Door i SV,25,33
2011 Mazda Mazda3 4-Door i Sport,25,33
2011 Mazda Mazda3 4-Door i Sport AT,24,33
2011 Mazda Mazda3 4-Door i Touring,25,33
2011 Mazda Mazda3 4-Door i Touring AT,24,33
2011 Mazda Mazda3 4-Door s Sport,20,28
2011 Mazda Mazda3 4-Door s Sport AT,22,29
2011 Mazda Mazda3 4-Door s Grand Touring,20,28
2011 Mazda Mazda3 4-Door s Grand Touring AT,20,29
2011 Mazda Mazda3 5-Door s Sport,20,28
2011 Mazda Mazda3 5-Door s Sport AT,22,29
2011 Mazda Mazda3 5-Door s Grand Touring,20,28
2011 Mazda Mazda3 5-Door s Grand Touring AT,22,29
2012 Ford Explorer,18,25
2012 Ford Explorer EcoBoost,20,28
2012 Ford Explorer 4WD,17,23
2012 Ford Explorer XLT,18,25
2012 Ford Explorer XLT EcoBoost,20,28
2012 Ford Explorer XLT 4WD,17,23
2012 Ford Explorer Limited,18,25
2012 Ford Explorer Limited EcoBoost,20,28
2012 Ford Explorer Limited 4WD,17,23
2010 Mazda Mazda3 5-Door s Sport,21,29
2010 Mazda Mazda3 5-Door s Sport AT,22,29
2010 Mazda Mazda3 5-Door s Grand Touring,21,29
2010 Mazda Mazda3 5-Door s Grand Touring AT,22,29
2011 Ford Explorer,17,25
2011 Ford Explorer 4WD,17,23
2011 Ford Explorer XLT,17,25
2011 Ford Explorer XLT 4WD,17,23
2011 Ford Explorer Limited,17,25
2011 Ford Explorer Limited 4WD,17,23
2010 Mazda Mazda3 4-Door i SV,25,33
2010 Mazda Mazda3 4-Door i Sport,25,33
2010 Mazda Mazda3 4-Door i Sport AT,24,33
2010 Mazda Mazda3 4-Door i Touring,25,33
2010 Mazda Mazda3 4-Door i Touring AT,24,33
2010 Mazda Mazda3 4-Door s Sport,21,29
2010 Mazda Mazda3 4-Door s Sport AT,22,29
2010 Mazda Mazda3 4-Door s Grand Touring,21,29
2010 Mazda Mazda3 4-Door s Grand Touring AT,22,29
2011 Mazda Mazdaspeed3 Sport,18,25
2010 Mazda Mazdaspeed3 Sport,18,25
2010 Ford Explorer XLT,14,20
2010 Ford Explorer XLT 4WD,13,19
2010 Ford Explorer XLT AWD,13,19
2010 Ford Explorer XLT 4.6L 4WD,14,19
2010 Ford Explorer Eddie Bauer,14,20
2010 Ford Explorer Eddie Bauer 4WD,13,19
2010 Ford Explorer Eddie Bauer 4.6L 4WD,14,19
2010 Ford Explorer Limited,14,20
2010 Ford Explorer Limited 4WD,13,19
2010 Ford Explorer Limited AWD,13,19
2010 Ford Explorer Limited 4.6L AWD,14,19
2012 Mazda Mazda5 Sport,21,28
2012 Mazda Mazda5 Sport AT,21,28
2012 Mazda Mazda5 Touring,21,28
2012 Mazda Mazda5 Grand Touring,21,28
2010 Mazda Mazda5 Sport,22,28
2010 Mazda Mazda5 Sport AT,21,27
2010 Mazda Mazda5 Touring,21,27
2010 Mazda Mazda5 Grand Touring,21,27
2011 Honda Pilot LX,17,23
2011 Honda Pilot LX 4WD,16,22
2011 Honda Pilot EX,17,23
2011 Honda Pilot EX 4WD,16,22
2011 Honda Pilot EX-L,17,23
2011 Honda Pilot EX-L 4WD,16,22
2011 Honda Pilot Touring,17,23
2011 Honda Pilot Touring 4WD,16,22
2012 Mazda Mazda6 i Sport,21,30
2012 Mazda Mazda6 i Sport AT,22,31
2012 Mazda Mazda6 i Touring,22,31
2012 Mazda Mazda6 i Touring Plus,22,31
2012 Mazda Mazda6 i Grand Touring,22,31
2012 Mazda Mazda6 s Touring Plus,18,27
2012 Mazda Mazda6 s Grand Touring,18,27
2011 Cadillac CTS Sport Wagon,18,27
2011 Cadillac CTS Sport Wagon AWD,18,26
2011 Cadillac CTS Sport Wagon Luxury,18,27
2011 Cadillac CTS Sport Wagon Luxury AWD,18,26
2011 Cadillac CTS Sport Wagon Performance,18,27
2011 Cadillac CTS Sport Wagon Performance AWD,18,26
2011 Cadillac CTS Sport Wagon Performance 3.6L,18,26
2011 Cadillac CTS Sport Wagon Performance 3.6L AWD,18,26
2011 Cadillac CTS Sport Wagon Premium,18,26
2011 Cadillac CTS Sport Wagon Premium AWD,18,26
2011 Lincoln Navigator L 4WD,9,13
2011 Lincoln Navigator 4WD,13,18
2011 Lincoln Navigator,10,15
2011 Lincoln Navigator L,14,20
2010 Lincoln Navigator L,9,13
2010 Lincoln Navigator,14,20
2011 Lincoln Town Car Signature Limited,12,17
2011 Lincoln Town Car Signature L,12,17
2010 Lincoln Town Car Signature L,16,24
2010 Lincoln Town Car Signature Limited,12,17
2011 Mercedes-Benz C300 Sport,18,26
2010 BMW 535i Gran Turismo,19,28
2010 BMW 550i Gran Turismo,15,22
2010 BMW 550i xDrive Gran Turismo,15,22
2010 Infiniti FX35,16,21
2010 Infiniti FX35 AWD,16,21
2010 Infiniti FX50 AWD,14,20
2011 Mercedes-Benz C300 Sport AT,18,26
2011 Mercedes-Benz C300 4Matic Sport,18,25
2010 Cadillac CTS Sport Wagon,18,27
2010 Cadillac CTS Sport Wagon AWD,18,26
2010 Cadillac CTS Sport Wagon Luxury,18,27
2010 Cadillac CTS Sport Wagon Luxury AWD,18,26
2010 Cadillac CTS Sport Wagon Performance,18,27
2010 Cadillac CTS Sport Wagon Performance AWD,18,26
2010 Cadillac CTS Sport Wagon Performance 3.6L,18,26
2010 Cadillac CTS Sport Wagon Performance 3.6L AWD,18,26
2010 Cadillac CTS Sport Wagon Premium,18,26
2010 Cadillac CTS Sport Wagon Premium AWD,18,26
2011 Infiniti FX35,16,23
2011 Infiniti FX35 AWD,16,21
2011 Infiniti FX50 AWD,14,20
2010 Mercedes-Benz C300 Luxury Driver-Adaptive AT,18,26
2012 Infiniti M Hybrid,27,32
2011 Cadillac STS,18,27
2011 Cadillac STS AWD,18,27
2011 Cadillac STS Luxury,18,27
2011 Cadillac STS Luxury AWD,18,27
2011 Cadillac STS Premium,18,27
2009 Infiniti M M35,17,25
2011 Dodge Caliber Express,24,32
2011 Dodge Caliber Heat,24,32
2011 Dodge Caliber Rush,23,29
2011 Mercedes-Benz C300 Luxury  Driver-Adaptive AT,18,26
2010 Dodge Caliber Express,23,31
2010 Dodge Caliber SXT Fleet,23,31
2010 Dodge Caliber Rush,23,29
2010 Dodge Caliber R/T Fleet,23,29
2010 Dodge Caliber Heat,23,31
2010 Dodge Caliber SE Fleet,23,31
2011 BMW 550i Gran Turismo,15,22
2011 BMW 550i xDrive Gran Turismo,15,22
2011 BMW 535i xDrive Gran Turismo,19,27
2011 BMW 535i Gran Turismo,20,30
2011 Dodge Challenger SE,18,27
2011 Dodge Challenger R/T,15,24
2011 Dodge Challenger SRT8,14,23
2010 BMW 650i Convertible MT,14,21
2010 Infiniti M M35,17,25
2010 Infiniti M M35x,16,22
2010 Infiniti M M45,16,21
2010 Infiniti M M45x,14,20
2010 Dodge Challenger SE,17,25
2010 Dodge Challenger SRT8,13,19
2010 Dodge Challenger R/T,16,25
2011 Infiniti M M37,18,26
2011 Infiniti M M37x,17,24
2011 Infiniti M M56,16,25
2011 Infiniti M M56x,16,23
2011 Toyota Venza,21,27
2011 Toyota Venza AWD,20,25
2011 Toyota Venza V6,19,26
2011 Toyota Venza V6 AWD,18,25
2012 Infiniti M37,18,26
2012 Infiniti M37x AWD,17,24
2012 Infiniti M56,16,24
2012 Infiniti M56x AWD,16,23
2010 Cadillac STS,18,27
2010 Cadillac STS AWD,18,27
2010 Cadillac STS Luxury,18,27
2010 Cadillac STS Luxury AWD,18,27
2010 Cadillac STS Premium,18,27
2010 Cadillac STS Luxury V8,15,24
2010 Cadillac STS Performance V8,15,24
2010 Cadillac STS Performance V8 AWD,15,22
2011 Ford Expedition XL,10,15
2011 Ford Expedition XL 4WD,13,18
2011 Ford Expedition XLT,10,15
2011 Ford Expedition XLT 4WD,9,13
2011 Ford Expedition XL EL,10,15
2011 Ford Expedition XL EL 4WD,13,18
2011 Ford Expedition XLT EL,10,15
2011 Ford Expedition XLT EL 4WD,9,13
2011 Ford Expedition Limited,14,20
2011 Ford Expedition Limited 4WD,9,13
2011 Ford Expedition King Ranch,10,15
2011 Ford Expedition King Ranch 4WD,13,18
2011 Ford Expedition Limited EL,14,20
2011 Ford Expedition Limited EL 4WD,9,13
2011 Ford Expedition King Ranch EL,10,15
2011 Dodge Charger SE,18,27
2011 Dodge Charger R/T AWD,16,25
2011 Dodge Charger R/T,18,27
2011 Mazda Mazda6 i Sport,21,30
2011 Mazda Mazda6 i Sport AT,22,31
2011 Mazda Mazda6 i Touring,22,31
2011 Mazda Mazda6 i Touring Plus,22,31
2011 Mazda Mazda6 i Grand Touring,22,31
2011 Mazda Mazda6 s Touring Plus,18,27
2011 Mazda Mazda6 s Grand Touring,18,27
2011 GMC Acadia SL,17,24
2011 GMC Acadia SL AWD,16,23
2011 GMC Acadia SLE,17,24
2011 GMC Acadia SLE AWD,16,23
2011 GMC Acadia SLT-1,17,24
2011 GMC Acadia SLT-1 AWD,16,23
2011 GMC Acadia SLT-2,17,24
2011 GMC Acadia SLT-2 AWD,16,23
2011 GMC Acadia Denali,17,24
2011 GMC Acadia Denali AWD,16,23
2010 Mazda Mazda6 i SV,20,29
2010 Mazda Mazda6 i Sport,20,29
2010 Mazda Mazda6 i Sport AT,21,29
2010 Mazda Mazda6 i Touring,20,29
2010 Mazda Mazda6 i Touring AT,21,30
2010 Mazda Mazda6 i Touring Plus,21,30
2010 Mazda Mazda6 i Grand Touring,21,30
2010 Mazda Mazda6 s Touring Plus,17,25
2010 Mazda Mazda6 s Grand Touring,17,25
2010 Dodge Charger Rallye,17,25
2010 Dodge Charger Rallye AWD,17,23
2010 Dodge Charger SXT Fleet AWD,17,23
2010 Dodge Charger SRT8,13,19
2010 Dodge Charger RT AWD,16,23
2010 Dodge Charger RT,16,25
2010 Dodge Charger RT Fleet AWD,16,23
2010 Dodge Charger Fleet,17,23
2010 Dodge Charger SXT Fleet,17,25
2011 Dodge Durango Express,16,23
2011 Dodge Durango Express AWD,16,22
2011 Dodge Durango Heat AWD,16,22
2011 Dodge Durango Heat,16,23
2011 Dodge Durango Crew,16,23
2010 Ford Expedition SSV,14,20
2010 Ford Expedition SSV 4WD,9,13
2010 Ford Expedition SSV EL,9,13
2010 Ford Expedition SSV EL 4WD,9,13
2010 Ford Expedition XLT,14,20
2010 Ford Expedition XLT 4WD,9,13
2010 Ford Expedition XLT EL,14,20
2010 Ford Expedition XLT EL 4WD,9,13
2010 Ford Expedition Limited,9,13
2010 Ford Expedition Limited 4WD,9,13
2010 Ford Expedition Limited EL,9,13
2010 Ford Expedition Limited EL 4WD,12,17
2010 Ford Expedition Eddie Bauer,9,13
2010 Ford Expedition Eddie Bauer 4WD,12,17
2010 Ford Expedition Eddie Bauer EL,9,13
2010 Ford Expedition Eddie Bauer EL 4WD,12,17
2010 Ford Expedition King Ranch,14,20
2010 Ford Expedition King Ranch 4WD,12,17
2010 Ford Expedition King Ranch EL,9,13
2010 Ford Expedition King Ranch EL 4WD,12,17
2011 Mazda MX-5 Miata Sport - Soft Top,22,28
2011 Mazda MX-5 Miata Sport - Soft Top AT,21,28
2011 Mazda MX-5 Miata Touring - Soft Top,21,28
2011 Mazda MX-5 Miata Touring - Soft Top AT,21,28
2011 Mazda MX-5 Miata Grand Touring - Soft Top,21,28
2011 Mazda MX-5 Miata  Grand Touring - Soft Top AT,21,28
